Temperature_C,Rainfall_mm,Humidity_%,Soil_pH,Sunshine_hours,Fertilizer_kg_per_hectare,Pesticide_kg_per_hectare,Crop_Yield_tonnes_per_hectare
22.49080237694725,224.54042850493627,41.10797573031718,6.538163570272436,6.093645469887248,174.12783831594544,7.054326947880082,4.292156391416984
34.01428612819832,184.0240915860301,62.514056842701486,6.458363755259462,5.975830392575999,164.67916919820766,8.170132574722352,8.421122498823436
29.6398788362281,127.38190407158194,82.37675015258449,5.551284131612872,11.250036644168294,136.02934271833598,3.254211089132491,9.977903199228821
26.973169683940732,253.44875492673717,73.93349318457368,6.182495655252312,5.996369598796049,193.40707154178997,6.6238668964629905,2.2402080426351425
18.12037280884873,221.1827931384698,78.39366887168698,6.260391237571714,6.175597809029048,80.07117732926042,6.145713848293738,9.178926926327456
18.119890406724053,90.65423483622283,69.52700200264304,6.297645561793801,10.07518609934371,66.38963154644321,8.495473391094439,6.981044268789264
16.161672243363988,277.73179612346064,71.53659387107115,6.660344738454665,7.59791873960432,178.0942950433133,9.154783544331345,9.78706095331857
32.3235229154987,255.63431073079224,80.95173909391916,6.567205093453757,10.213684455641449,115.87247249506224,1.1094109432964814,5.720076140211421
27.022300234864176,287.449978322981,44.98008053155115,6.715810185586889,4.522929260515082,177.04532813105908,7.066179271529134,8.779103444570989
29.16145155592091,231.42987709708999,59.36549781858843,7.029766523084256,7.9005695493870745,183.96353077931224,1.4665221920775613,2.499152548786218
15.411689885916049,203.35379898394746,43.27256650917613,7.125971477432187,4.268908801466261,59.368639042860714,5.939727985696203,4.682232400626366
34.39819704323989,154.56075907265472,89.26008047979883,6.936246152452989,4.501225627642836,182.5197144479091,3.588694561393104,2.5361323020096798
31.648852816008436,283.18212083850335,86.64356038119679,7.41104739190987,11.251499626755287,117.24785830541333,3.760989395699271,9.802745067832564
19.246782213565524,266.5159723751021,32.365608682110356,5.536465165352723,5.113962968940761,126.56487335063483,4.176626531071209,8.535791258174694
18.636499344142013,61.30466752654735,72.33451035094131,5.891555971367092,8.259365458201737,143.98887666398153,6.591632041446491,8.820379369967764
18.668090197068675,56.591743624313004,85.51489904493995,5.515125749956284,7.288764820805652,188.957391009513,4.006449691018923,9.503721851471154
21.084844859190753,144.1158417195124,40.83452070764001,6.794949428309206,6.778746610070741,52.867414164464606,7.594291455312524,2.680827888958283
25.495128632644757,252.63833269545822,64.07671383315777,7.296061097899974,11.19866676549818,121.52652024767256,4.640746470164827,5.084780740106667
23.638900372842315,296.8190323287361,84.92929785528251,5.9869645931525985,4.174587174203916,153.15830636458412,1.6151788027896274,2.568279112352017
20.824582803960837,87.60422277588205,32.03675871514793,7.354069089592613,9.310317489404714,158.40604365473428,8.053838582356965,3.686344812400229
27.237057894447588,198.53267883803377,71.84521603481039,5.6205347805791215,11.707155473708404,153.8798647305662,3.571824921334354,3.834926216301379
17.789877213040835,145.22271415775538,47.840940442353045,7.368872053611028,8.481345467694736,70.16526941121828,4.894901916393364,5.7528576883806295
20.842892970704362,292.47859945365076,85.46377172259182,6.203245374479269,11.494579696264735,94.90933825575217,7.168994948997113,4.148497339629141
22.327236865873836,260.52973078392716,88.26349470992207,5.702841656898433,4.41806303428819,103.80732881255202,3.992105414338408,2.8078248545420887
24.12139968434072,259.5821761777845,86.65598934680604,6.4717435183726515,7.350346552593291,170.66558115192575,1.5092709053204407,3.3399287127528616
30.703519227860273,167.17328994874256,58.45285299944783,6.013553135441016,6.081262327696409,91.81398086218294,4.365289423115322,3.1782045084167274
18.993475643167194,153.7048755844163,81.72255905935882,6.069745803923846,9.846567719845838,81.60574458008048,9.50003724424873,9.784614383298386
25.284688768272233,118.35176798267656,80.67296391210422,6.114579929852573,11.850376723977973,193.61720285571442,6.775609575687024,8.07434005534779
26.848291377240848,64.09387416273178,49.146028394595334,7.106051795665326,6.0522404995539825,51.329492767020334,7.043312338004863,9.742091722156495
15.929008254399955,266.1805940637633,79.73492844904064,6.5783225533505085,9.233396811792595,199.67312835229674,6.690539382738758,5.517923892063268
27.150897038028766,253.2252522825194,32.220458082929554,6.122615398312007,5.584781062077921,151.52319482860935,2.7909292506349312,4.226947853301253
18.41048247374583,299.92941832153264,65.77619270892319,6.720667566621836,8.52264203657288,174.27039491736755,4.765004776920521,8.386345577673493
16.30103185970559,299.15920926847633,43.80053023726218,6.932301348446387,7.71145989350669,94.19290945192898,7.758458185269864,4.610031344329174
33.977710745066666,188.85792640065685,37.23401314663673,6.045248001467067,11.776042637052296,52.147291650058996,1.9123560779784323,4.395066989642786
34.31264066149119,242.24685379512763,34.61719209775255,6.327098203050703,8.868218181571732,160.6804277842295,3.5006749848074104,3.8600479376626495
31.16794696232922,286.19143247060697,71.77732655268838,5.743772186673895,6.79605097669455,175.12168955010137,3.4868719761926825,3.037431825793883
21.092275383467413,262.4118476693528,50.39249782608397,5.862298699069361,4.912766279103467,161.07141979302787,4.888170348350554,4.051704488134128
16.95344228012768,111.8370254357994,73.48600629172569,6.862235707929965,5.2099746298794765,71.42754309512578,9.823318668479665,4.842557987791102
28.684660530243136,162.63603382752336,33.92138044793654,5.862876695391254,5.802535439609881,163.01418833854535,1.6075229201543975,7.391953665165843
23.803049874792027,82.28985378787374,48.91742026983662,6.55032676733412,6.007733290722384,165.33841731614615,5.668308949425355,2.5005187377556126
17.440764696895577,288.5127568146806,62.36947754252023,6.918092523444866,10.804928462729102,148.78107735050824,2.614282138109894,3.6840555173227436
24.903538202225405,201.54365861272,77.44338989033781,5.713753846189488,8.4897823062602,164.91738991933795,9.736088908687698,8.472189122333411
15.687770422304368,107.16070137586567,49.12515017592419,6.6346244392578075,8.187127290994932,176.88821595165982,2.019731542547178,3.175375388670166
33.186408041575646,217.92517110146417,67.55348258622055,6.013125567402728,4.91815097495374,142.04061713561876,4.632409021254321,4.741161172180172
20.17559963200034,204.53206011447395,83.15866489417124,7.425853750475159,10.88111754679548,63.29070709545186,7.6409648635114555,8.91727137486512
28.25044568707964,139.54067950821013,66.95179129093827,6.467091293439849,9.78251442566787,123.14417145008163,7.340989852247008,3.2394024891475413
21.23422152178822,78.38939804990726,43.97756848521803,7.111985099550316,4.541346895200013,61.64740020074076,4.8045577320453905,2.661894684945519
25.401360423556216,217.8932988981999,31.464046893392283,6.600453084312523,9.66268077783815,111.13145465486463,4.118717511574464,5.876303960640087
